REF_AREA,INDICATOR,SEX,SERIES_NAME,SERIES_YEAR,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MEASURE,SERIES_CATEGORY,SERIES_TYPE,STD_ERR,REF_DATE,AGE_GROUP_OF_WOMEN,TIME_SINCE_FIRST_BIRTH,INTERVAL,SERIES_METHOD,LOWER_BOUND,UPPER_BOUND,MODEL,date,country,D3.CHLD.MORT
Bangladesh,Under-five mortality rate,Total,Demographic and Health Survey 2011 (Direct),2011,1990-01,136.5,Included in IGME,Deaths per 1000 live births,DHS,Direct,7.8,1990,NA,NA,2,Survey/Census with Full Birth Histories,NA,NA,NA,2011,Bangladesh,136.5
Bangladesh,Under-five mortality rate,Total,Demographic and Health Survey 2011 (Direct),2011,1988-01,173.3,Included in IGME,Deaths per 1000 live births,DHS,Direct,9.6,1988,NA,NA,2,Survey/Census with Full Birth Histories,NA,NA,NA,2011,Bangladesh,173.3
Bangladesh,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2013-01,43.09,Included in IGME,Deaths per 1000 live births,DHS,Direct,4.3,2013,NA,NA,2,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Bangladesh,43.09
Bangladesh,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2010-07,50.6,Included in IGME,Deaths per 1000 live births,DHS,Direct,4.36,2010.5,NA,NA,3,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Bangladesh,50.6
Bangladesh,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2007-07,62.8,Included in IGME,Deaths per 1000 live births,DHS,Direct,4.3,2007.5,NA,NA,3,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Bangladesh,62.8
Bangladesh,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2004-07,62.51,Included in IGME,Deaths per 1000 live births,DHS,Direct,4.33,2004.5,NA,NA,3,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Bangladesh,62.51
Bangladesh,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2001-07,72.78,Included in IGME,Deaths per 1000 live births,DHS,Direct,4.88,2001.5,NA,NA,3,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Bangladesh,72.78
Bangladesh,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,1998-07,92.73,Included in IGME,Deaths per 1000 live births,DHS,Direct,5.78,1998.5,NA,NA,3,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Bangladesh,92.73
Bangladesh,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,1995-07,105.1,Included in IGME,Deaths per 1000 live births,DHS,Direct,6.26,1995.5,NA,NA,3,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Bangladesh,105.1
Bangladesh,Under-five mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,1992-07,133.24,Included in IGME,Deaths per 1000 live births,DHS,Direct,8.34,1992.5,NA,NA,3,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Bangladesh,133.24
Bangladesh,Under-five mortality rate,Total,Report on Sample Vital Registration System 2012 (VR),2012,2000-07,84,Included in IGME,Deaths per 1000 live births,SVR,Vital Records,NA,2000.5,NA,NA,1,Vital Registration,NA,NA,NA,2012,Bangladesh,84
Bangladesh,Under-five mortality rate,Total,Report on Sample Vital Registration System 2012 (VR),2012,1999-07,87,Included in IGME,Deaths per 1000 live births,SVR,Vital Records,NA,1999.5,NA,NA,1,Vital Registration,NA,NA,NA,2012,Bangladesh,87
Bangladesh,Under-five mortality rate,Total,Report on Sample Vital Registration System 2012 (VR),2012,1998-07,110,Included in IGME,Deaths per 1000 live births,SVR,Vital Records,NA,1998.5,NA,NA,1,Vital Registration,NA,NA,NA,2012,Bangladesh,110
Bangladesh,Under-five mortality rate,Total,Report on Sample Vital Registration System 2012 (VR),2012,1997-07,115,Included in IGME,Deaths per 1000 live births,SVR,Vital Records,NA,1997.5,NA,NA,1,Vital Registration,NA,NA,NA,2012,Bangladesh,115
Bangladesh,Under-five mortality rate,Total,Report on Sample Vital Registration System 2012 (VR),2012,1996-07,117,Included in IGME,Deaths per 1000 live births,SVR,Vital Records,NA,1996.5,NA,NA,1,Vital Registration,NA,NA,NA,2012,Bangladesh,117
Bangladesh,Under-five mortality rate,Total,Report on Sample Vital Registration System 2012 (VR),2012,1995-07,125,Included in IGME,Deaths per 1000 live births,SVR,Vital Records,NA,1995.5,NA,NA,1,Vital Registration,NA,NA,NA,2012,Bangladesh,125
Bangladesh,Under-five mortality rate,Total,Report on Sample Vital Registration System 2012 (VR),2012,1994-07,134,Included in IGME,Deaths per 1000 live births,SVR,Vital Records,NA,1994.5,NA,NA,1,Vital Registration,NA,NA,NA,2012,Bangladesh,134
Bangladesh,Under-five mortality rate,Total,Report on Sample Vital Registration System 2012 (VR),2012,1993-07,139,Included in IGME,Deaths per 1000 live births,SVR,Vital Records,NA,1993.5,NA,NA,1,Vital Registration,NA,NA,NA,2012,Bangladesh,139
Bangladesh,Under-five mortality rate,Total,Report on Sample Vital Registration System 2012 (VR),2012,1992-07,144,Included in IGME,Deaths per 1000 live births,SVR,Vital Records,NA,1992.5,NA,NA,1,Vital Registration,NA,NA,NA,2012,Bangladesh,144
Bangladesh,Under-five mortality rate,Total,Report on Sample Vital Registration System 2012 (VR),2012,1991-07,146,Included in IGME,Deaths per 1000 live births,SVR,Vital Records,NA,1991.5,NA,NA,1,Vital Registration,NA,NA,NA,2012,Bangladesh,146
Bangladesh,Under-five mortality rate,Total,Report on Sample Vital Registration System 2012 (VR),2012,1990-07,151,Included in IGME,Deaths per 1000 live births,SVR,Vital Records,NA,1990.5,NA,NA,1,Vital Registration,NA,NA,NA,2012,Bangladesh,151
Bangladesh,Under-five mortality rate,Total,Report on Sample Vital Registration System 2012 (VR),2012,1989-07,151,Included in IGME,Deaths per 1000 live births,SVR,Vital Records,NA,1989.5,NA,NA,1,Vital Registration,NA,NA,NA,2012,Bangladesh,151
Bangladesh,Under-five mortality rate,Total,Report on Sample Vital Registration System 2012 (VR),2012,1988-07,162,Included in IGME,Deaths per 1000 live births,SVR,Vital Records,NA,1988.5,NA,NA,1,Vital Registration,NA,NA,NA,2012,Bangladesh,162
Bangladesh,Under-five mortality rate,Total,Report on Sample Vital Registration System 2012 (VR),2012,1987-07,168,Included in IGME,Deaths per 1000 live births,SVR,Vital Records,NA,1987.5,NA,NA,1,Vital Registration,NA,NA,NA,2012,Bangladesh,168
Bangladesh,Under-five mortality rate,Total,Report on Sample Vital Registration System 2012 (VR),2012,1986-07,169,Included in IGME,Deaths per 1000 live births,SVR,Vital Records,NA,1986.5,NA,NA,1,Vital Registration,NA,NA,NA,2012,Bangladesh,169
Bangladesh,Under-five mortality rate,Total,Report on Sample Vital Registration System 2012 (VR),2012,1985-07,170,Included in IGME,Deaths per 1000 live births,SVR,Vital Records,NA,1985.5,NA,NA,1,Vital Registration,NA,NA,NA,2012,Bangladesh,170
Bangladesh,Under-five mortality rate,Total,Report on Sample Vital Registration System 2012 (VR),2012,1984-07,188,Included in IGME,Deaths per 1000 live births,SVR,Vital Records,NA,1984.5,NA,NA,1,Vital Registration,NA,NA,NA,2012,Bangladesh,188
Bangladesh,Under-five mortality rate,Total,Report on Sample Vital Registration System 2012 (VR),2012,1983-07,220,Included in IGME,Deaths per 1000 live births,SVR,Vital Records,NA,1983.5,NA,NA,1,Vital Registration,NA,NA,NA,2012,Bangladesh,220
Bangladesh,Under-five mortality rate,Total,Report on Sample Vital Registration System 2012 (VR),2012,1982-07,212,Included in IGME,Deaths per 1000 live births,SVR,Vital Records,NA,1982.5,NA,NA,1,Vital Registration,NA,NA,NA,2012,Bangladesh,212
Belize,Under-five mortality rate,Total,Multiple Indicator Cluster Survey 2011 (Indirect),2011,2006-10,15.89616,Included in IGME,Deaths per 1000 live births,MICS,Indirect,3.808367,2006.8,NA,Y5T9,NA,Survey/Census with Summary Birth Histories,NA,NA,NA,2011,Belize,15.89616
Belize,Under-five mortality rate,Total,Multiple Indicator Cluster Survey 2011 (Indirect),2011,2004-02,28.89834,Included in IGME,Deaths per 1000 live births,MICS,Indirect,5.882802,2004.1,NA,Y10T14,NA,Survey/Census with Summary Birth Histories,NA,NA,NA,2011,Belize,28.89834
Belize,Under-five mortality rate,Total,Multiple Indicator Cluster Survey 2011 (Indirect),2011,2001-05,36.61696,Included in IGME,Deaths per 1000 live births,MICS,Indirect,5.920213,2001.4,NA,Y15T19,NA,Survey/Census with Summary Birth Histories,NA,NA,NA,2011,Belize,36.61696
Belize,Under-five mortality rate,Total,Multiple Indicator Cluster Survey 2011 (Indirect),2011,1998-08,32.98237,Included in IGME,Deaths per 1000 live births,MICS,Indirect,4.126235,1998.6,NA,Y20T24,NA,Survey/Census with Summary Birth Histories,NA,NA,NA,2011,Belize,32.98237
Benin,Under-five mortality rate,Total,Multiple Indicator Cluster Survey 2014 (Direct),2014,2011-07,111.6494,Included in IGME,Deaths per 1000 live births,MICS,Direct,5.191659,2011.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Benin,111.6494
Benin,Under-five mortality rate,Total,Multiple Indicator Cluster Survey 2014 (Direct),2014,2006-07,110.7753,Included in IGME,Deaths per 1000 live births,MICS,Direct,5.420389,2006.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Benin,110.7753
Benin,Under-five mortality rate,Total,Multiple Indicator Cluster Survey 2014 (Direct),2014,2001-07,120.1408,Included in IGME,Deaths per 1000 live births,MICS,Direct,6.735381,2001.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Benin,120.1408
Benin,Under-five mortality rate,Total,Multiple Indicator Cluster Survey 2014 (Direct),2014,1996-07,139.1834,Included in IGME,Deaths per 1000 live births,MICS,Direct,9.077627,1996.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Benin,139.1834
Benin,Under-five mortality rate,Total,Multiple Indicator Cluster Survey 2014 (Direct),2014,1991-07,158.9618,Included in IGME,Deaths per 1000 live births,MICS,Direct,17.79823,1991.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2014,Benin,158.9618
Bhutan,Under-five mortality rate,Total,National Health Survey 2012 (Direct),2012,2010-04,37.3,Included in IGME,Deaths per 1000 live births,Others,Direct,NA,2010.3,NA,NA,NA,Survey/Census with Full Birth Histories,NA,NA,NA,2012,Bhutan,37.3
Bolivia (Plurinational State of),Under-five mortality rate,Total,Census 2012 (Household Deaths),2012,2011-07,58.8,Included in IGME,Deaths per 1000 live births,Census,Household Deaths,NA,2011.5,NA,NA,1,Survey/Census with Household death,NA,NA,NA,2012,Bolivia (Plurinational State of),58.8
Bolivia (Plurinational State of),Under-five mortality rate,Total,Census 2012 (Indirect),2012,2008-05,88.64,Included in IGME,Deaths per 1000 live births,Census,Indirect,NA,2008.4,25 to 29 years old,NA,NA,Survey/Census with Summary Birth Histories,NA,NA,NA,2012,Bolivia (Plurinational State of),88.64
Bolivia (Plurinational State of),Under-five mortality rate,Total,Census 2012 (Indirect),2012,2006-02,102.09,Included in IGME,Deaths per 1000 live births,Census,Indirect,NA,2006.1,30 to 34 years old,NA,NA,Survey/Census with Summary Birth Histories,NA,NA,NA,2012,Bolivia (Plurinational State of),102.09
Bolivia (Plurinational State of),Under-five mortality rate,Total,Census 2012 (Indirect),2012,2003-09,106.39,Included in IGME,Deaths per 1000 live births,Census,Indirect,NA,2003.7,35 to 39 years old,NA,NA,Survey/Census with Summary Birth Histories,NA,NA,NA,2012,Bolivia (Plurinational State of),106.39
Bolivia (Plurinational State of),Under-five mortality rate,Total,Census 2012 (Indirect),2012,2001-01,116.8,Included in IGME,Deaths per 1000 live births,Census,Indirect,NA,2001,40 to 44 years old,NA,NA,Survey/Census with Summary Birth Histories,NA,NA,NA,2012,Bolivia (Plurinational State of),116.8
Bolivia (Plurinational State of),Under-five mortality rate,Total,Census 2012 (Indirect),2012,1998-02,123.55,Included in IGME,Deaths per 1000 live births,Census,Indirect,NA,1998.1,45 to 49 years old,NA,NA,Survey/Census with Summary Birth Histories,NA,NA,NA,2012,Bolivia (Plurinational State of),123.55
Brazil,Under-five mortality rate,Total,Pesquisa Nacional por Amostra de Domicilios 2011 (Indirect),2011,2007-01,23.489,Included in IGME,Deaths per 1000 live births,Others,Indirect,NA,2007,25 to 29 years old,NA,1,Survey/Census with Summary Birth Histories,NA,NA,NA,2011,Brazil,23.489
Brazil,Under-five mortality rate,Total,Pesquisa Nacional por Amostra de Domicilios 2011 (Indirect),2011,2004-09,33.654,Included in IGME,Deaths per 1000 live births,Others,Indirect,NA,2004.7,30 to 34 years old,NA,1,Survey/Census with Summary Birth Histories,NA,NA,NA,2011,Brazil,33.654
Brazil,Under-five mortality rate,Total,Pesquisa Nacional por Amostra de Domicilios 2011 (Indirect),2011,2002-04,37.383,Included in IGME,Deaths per 1000 live births,Others,Indirect,NA,2002.3,35 to 39 years old,NA,1,Survey/Census with Summary Birth Histories,NA,NA,NA,2011,Brazil,37.383
Brazil,Under-five mortality rate,Total,Pesquisa Nacional por Amostra de Domicilios 2011 (Indirect),2011,1999-09,47.656,Included in IGME,Deaths per 1000 live births,Others,Indirect,NA,1999.7,40 to 44 years old,NA,1,Survey/Census with Summary Birth Histories,NA,NA,NA,2011,Brazil,47.656
Brazil,Under-five mortality rate,Total,Pesquisa Nacional por Amostra de Domicilios 2011 (Indirect),2011,1996-10,49,Included in IGME,Deaths per 1000 live births,Others,Indirect,NA,1996.8,45 to 49 years old,NA,1,Survey/Census with Summary Birth Histories,NA,NA,NA,2011,Brazil,49
Brazil,Under-five mortality rate,Total,Pesquisa Nacional por Amostra de Domicilios 2012 (Indirect),2012,2008-01,29.23,Included in IGME,Deaths per 1000 live births,Others,Indirect,NA,2008,25 to 29 years old,NA,1,Survey/Census with Summary Birth Histories,NA,NA,NA,2012,Brazil,29.23
Brazil,Under-five mortality rate,Total,Pesquisa Nacional por Amostra de Domicilios 2012 (Indirect),2012,2005-10,29.056,Included in IGME,Deaths per 1000 live births,Others,Indirect,NA,2005.8,30 to 34 years old,NA,1,Survey/Census with Summary Birth Histories,NA,NA,NA,2012,Brazil,29.056
Brazil,Under-five mortality rate,Total,Pesquisa Nacional por Amostra de Domicilios 2012 (Indirect),2012,2003-05,34.998,Included in IGME,Deaths per 1000 live births,Others,Indirect,NA,2003.4,35 to 39 years old,NA,1,Survey/Census with Summary Birth Histories,NA,NA,NA,2012,Brazil,34.998
Brazil,Under-five mortality rate,Total,Pesquisa Nacional por Amostra de Domicilios 2012 (Indirect),2012,2000-10,42.333,Included in IGME,Deaths per 1000 live births,Others,Indirect,NA,2000.8,40 to 44 years old,NA,1,Survey/Census with Summary Birth Histories,NA,NA,NA,2012,Brazil,42.333
Brazil,Under-five mortality rate,Total,Pesquisa Nacional por Amostra de Domicilios 2012 (Indirect),2012,1997-11,51.49,Included in IGME,Deaths per 1000 live births,Others,Indirect,NA,1997.9,45 to 49 years old,NA,1,Survey/Census with Summary Birth Histories,NA,NA,NA,2012,Brazil,51.49
Brazil,Under-five mortality rate,Total,Pesquisa Nacional por Amostra de Domicilios 2013 (Indirect),2013,2009-02,29.416,Included in IGME,Deaths per 1000 live births,Others,Indirect,NA,2009.1,25 to 29 years old,NA,1,Survey/Census with Summary Birth Histories,NA,NA,NA,2013,Brazil,29.416
Brazil,Under-five mortality rate,Total,Pesquisa Nacional por Amostra de Domicilios 2013 (Indirect),2013,2007-02,30.25,Included in IGME,Deaths per 1000 live births,Others,Indirect,NA,2007.1,30 to 34 years old,NA,1,Survey/Census with Summary Birth Histories,NA,NA,NA,2013,Brazil,30.25
Brazil,Under-five mortality rate,Total,Pesquisa Nacional por Amostra de Domicilios 2013 (Indirect),2013,2004-10,39.925,Included in IGME,Deaths per 1000 live births,Others,Indirect,NA,2004.8,35 to 39 years old,NA,1,Survey/Census with Summary Birth Histories,NA,NA,NA,2013,Brazil,39.925
Brazil,Under-five mortality rate,Total,Pesquisa Nacional por Amostra de Domicilios 2013 (Indirect),2013,2002-05,43.647,Included in IGME,Deaths per 1000 live births,Others,Indirect,NA,2002.4,40 to 44 years old,NA,1,Survey/Census with Summary Birth Histories,NA,NA,NA,2013,Brazil,43.647
Brazil,Under-five mortality rate,Total,Pesquisa Nacional por Amostra de Domicilios 2013 (Indirect),2013,1999-07,52.15,Included in IGME,Deaths per 1000 live births,Others,Indirect,NA,1999.5,45 to 49 years old,NA,1,Survey/Census with Summary Birth Histories,NA,NA,NA,2013,Brazil,52.15
Brazil,Under-five mortality rate,Total,Pesquisa Nacional por Amostra de Domicilios 2014 (Indirect),2014,2010-02,30.05,Included in IGME,Deaths per 1000 live births,Others,Indirect,NA,2010.1,25 to 29 years old,NA,1,Survey/Census with Summary Birth Histories,NA,NA,NA,2014,Brazil,30.05
Brazil,Under-five mortality rate,Total,Pesquisa Nacional por Amostra de Domicilios 2014 (Indirect),2014,2008-02,27.906,Included in IGME,Deaths per 1000 live births,Others,Indirect,NA,2008.1,30 to 34 years old,NA,1,Survey/Census with Summary Birth Histories,NA,NA,NA,2014,Brazil,27.906
Brazil,Under-five mortality rate,Total,Pesquisa Nacional por Amostra de Domicilios 2014 (Indirect),2014,2005-11,31.353,Included in IGME,Deaths per 1000 live births,Others,Indirect,NA,2005.9,35 to 39 years old,NA,1,Survey/Census with Summary Birth Histories,NA,NA,NA,2014,Brazil,31.353
Brazil,Under-five mortality rate,Total,Pesquisa Nacional por Amostra de Domicilios 2014 (Indirect),2014,2003-07,39.499,Included in IGME,Deaths per 1000 live births,Others,Indirect,NA,2003.5,40 to 44 years old,NA,1,Survey/Census with Summary Birth Histories,NA,NA,NA,2014,Brazil,39.499
Brazil,Under-five mortality rate,Total,Pesquisa Nacional por Amostra de Domicilios 2014 (Indirect),2014,2000-08,49.138,Included in IGME,Deaths per 1000 live births,Others,Indirect,NA,2000.6,45 to 49 years old,NA,1,Survey/Census with Summary Birth Histories,NA,NA,NA,2014,Brazil,49.138
Brazil,Under-five mortality rate,Total,Pesquisa Nacional por Amostra de Domicilios 2015 (Indirect),2015,2011-02,24.722,Included in IGME,Deaths per 1000 live births,Others,Indirect,NA,2011.1,25 to 29 years old,NA,1,Survey/Census with Summary Birth Histories,NA,NA,NA,2015,Brazil,24.722
Brazil,Under-five mortality rate,Total,Pesquisa Nacional por Amostra de Domicilios 2015 (Indirect),2015,2009-01,23.427,Included in IGME,Deaths per 1000 live births,Others,Indirect,NA,2009,30 to 34 years old,NA,1,Survey/Census with Summary Birth Histories,NA,NA,NA,2015,Brazil,23.427
Brazil,Under-five mortality rate,Total,Pesquisa Nacional por Amostra de Domicilios 2015 (Indirect),2015,2006-09,31.556,Included in IGME,Deaths per 1000 live births,Others,Indirect,NA,2006.7,35 to 39 years old,NA,1,Survey/Census with Summary Birth Histories,NA,NA,NA,2015,Brazil,31.556
Brazil,Under-five mortality rate,Total,Pesquisa Nacional por Amostra de Domicilios 2015 (Indirect),2015,2004-03,33.851,Included in IGME,Deaths per 1000 live births,Others,Indirect,NA,2004.2,40 to 44 years old,NA,1,Survey/Census with Summary Birth Histories,NA,NA,NA,2015,Brazil,33.851
Brazil,Under-five mortality rate,Total,Pesquisa Nacional por Amostra de Domicilios 2015 (Indirect),2015,2001-05,43.688,Included in IGME,Deaths per 1000 live births,Others,Indirect,NA,2001.4,45 to 49 years old,NA,1,Survey/Census with Summary Birth Histories,NA,NA,NA,2015,Brazil,43.688
Burkina Faso,Under-five mortality rate,Total,L Enquete sur le Module Demographie et Sante 2015 (Direct),2015,2012-07,81.61,Included in IGME,Deaths per 1000 live births,Others,Direct,NA,2012.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2015,Burkina Faso,81.61
Burkina Faso,Under-five mortality rate,Total,L Enquete sur le Module Demographie et Sante 2015 (Direct),2015,2007-07,102.07,Included in IGME,Deaths per 1000 live births,Others,Direct,NA,2007.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2015,Burkina Faso,102.07
Burkina Faso,Under-five mortality rate,Total,L Enquete sur le Module Demographie et Sante 2015 (Direct),2015,2002-07,137.9,Included in IGME,Deaths per 1000 live births,Others,Direct,NA,2002.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2015,Burkina Faso,137.9
Burkina Faso,Under-five mortality rate,Total,L Enquete sur le Module Demographie et Sante 2015 (Direct),2015,1997-07,137.98,Included in IGME,Deaths per 1000 live births,Others,Direct,NA,1997.5,NA,NA,5,Survey/Census with Full Birth Histories,NA,NA,NA,2015,Burkina Faso,137.98
