FREQ,REF_AREA,INDICATOR,UNIT_MULT,TIME_FORMAT,TIME_PERIOD,OBS_VALUE
Q,CA,NGDP_XDC,6,P3M,2014-Q4,514078
Q,CA,NGDP_XDC,6,P3M,2015-Q1,472379
Q,CA,NGDP_XDC,6,P3M,2015-Q2,487051
Q,CA,NGDP_XDC,6,P3M,2015-Q3,521592
Q,CA,NGDP_XDC,6,P3M,2015-Q4,509419
Q,CA,NGDP_XDC,6,P3M,2016-Q1,475252
Q,CA,NGDP_XDC,6,P3M,2016-Q2,490410
Q,CA,NGDP_XDC,6,P3M,2016-Q3,530194
Q,CA,NGDP_XDC,6,P3M,2016-Q4,529679
Q,CA,NGDP_XDC,6,P3M,2017-Q1,499356
Q,CA,NGDP_XDC,6,P3M,2017-Q2,524610
Q,CA,NGDP_XDC,6,P3M,2017-Q3,559684
Q,CA,NGDP_XDC,6,P3M,2017-Q4,557457
Q,CA,NGDP_XDC,6,P3M,2018-Q1,521971
Q,CA,NGDP_XDC,6,P3M,2018-Q2,545995
Q,CA,NGDP_XDC,6,P3M,2018-Q3,585742
Q,CA,NGDP_XDC,6,P3M,2018-Q4,570148
Q,CA,NGDP_XDC,6,P3M,2019-Q1,536870
Q,CA,NGDP_XDC,6,P3M,2019-Q2,568190
Q,CA,NGDP_XDC,6,P3M,2019-Q3,601987
Q,CA,NGDP_XDC,6,P3M,2019-Q4,596831
Q,AM,NGDP_XDC,6,P3M,2009-Q1,493759.4
Q,AM,NGDP_XDC,6,P3M,2009-Q2,659326.8
Q,AM,NGDP_XDC,6,P3M,2009-Q3,980348.1
Q,AM,NGDP_XDC,6,P3M,2009-Q4,1008216.7
Q,AM,NGDP_XDC,6,P3M,2010-Q1,544363.5
Q,AM,NGDP_XDC,6,P3M,2010-Q2,735781.2
Q,AM,NGDP_XDC,6,P3M,2010-Q3,1048796.7
Q,AM,NGDP_XDC,6,P3M,2010-Q4,1131261.3
Q,AM,NGDP_XDC,6,P3M,2011-Q1,612136.6
Q,AM,NGDP_XDC,6,P3M,2011-Q2,816107.8
Q,AM,NGDP_XDC,6,P3M,2011-Q3,1146589.9
Q,AM,NGDP_XDC,6,P3M,2011-Q4,1203111.3
Q,AM,NGDP_XDC,6,P3M,2012-Q1,658957.8
Q,AM,NGDP_XDC,6,P3M,2012-Q2,886235.4
Q,AM,NGDP_XDC,6,P3M,2012-Q3,1217522.3
Q,AM,NGDP_XDC,6,P3M,2012-Q4,1238006.5
Q,AM,NGDP_XDC,6,P3M,2013-Q1,784166.2
Q,AM,NGDP_XDC,6,P3M,2013-Q2,978205.1
Q,AM,NGDP_XDC,6,P3M,2013-Q3,1363072.3
Q,AM,NGDP_XDC,6,P3M,2013-Q4,1430194.6
Q,AM,NGDP_XDC,6,P3M,2014-Q1,814938.4
Q,AM,NGDP_XDC,6,P3M,2014-Q2,1030592.9
Q,AM,NGDP_XDC,6,P3M,2014-Q3,1443501.1
Q,AM,NGDP_XDC,6,P3M,2014-Q4,1539593.9
Q,AM,NGDP_XDC,6,P3M,2015-Q1,879565.7
Q,AM,NGDP_XDC,6,P3M,2015-Q2,1105248.02
Q,AM,NGDP_XDC,6,P3M,2015-Q3,1523902.7
Q,AM,NGDP_XDC,6,P3M,2015-Q4,1534916.8
Q,AM,NGDP_XDC,6,P3M,2016-Q1,893634.2
Q,AM,NGDP_XDC,6,P3M,2016-Q2,1132260.6
Q,AM,NGDP_XDC,6,P3M,2016-Q3,1525628.4
Q,AM,NGDP_XDC,6,P3M,2016-Q4,1515770.3
Q,AM,NGDP_XDC,6,P3M,2017-Q1,971041
Q,AM,NGDP_XDC,6,P3M,2017-Q2,1212700.8
Q,AM,NGDP_XDC,6,P3M,2017-Q3,1587405.4
Q,AM,NGDP_XDC,6,P3M,2017-Q4,1793346.1
Q,AM,NGDP_XDC,6,P3M,2018-Q1,1115563.9
Q,AM,NGDP_XDC,6,P3M,2018-Q2,1362703.9
Q,AM,NGDP_XDC,6,P3M,2018-Q3,1687018.4
Q,AM,NGDP_XDC,6,P3M,2018-Q4,1851749
Q,AM,NGDP_XDC,6,P3M,2019-Q1,1245326.6
Q,AM,NGDP_XDC,6,P3M,2019-Q2,1489641.7
Q,AM,NGDP_XDC,6,P3M,2019-Q3,1835351
Q,AM,NGDP_XDC,6,P3M,2019-Q4,1998711.5
Q,BE,NGDP_XDC,6,P3M,2009-Q1,83524
Q,BE,NGDP_XDC,6,P3M,2009-Q2,86426
Q,BE,NGDP_XDC,6,P3M,2009-Q3,84648
Q,BE,NGDP_XDC,6,P3M,2009-Q4,91875
Q,BE,NGDP_XDC,6,P3M,2010-Q1,86559
Q,BE,NGDP_XDC,6,P3M,2010-Q2,91498
Q,BE,NGDP_XDC,6,P3M,2010-Q3,88635
Q,BE,NGDP_XDC,6,P3M,2010-Q4,96448
Q,BE,NGDP_XDC,6,P3M,2011-Q1,90847
Q,BE,NGDP_XDC,6,P3M,2011-Q2,94533
Q,BE,NGDP_XDC,6,P3M,2011-Q3,91288
Q,BE,NGDP_XDC,6,P3M,2011-Q4,99300
Q,BE,NGDP_XDC,6,P3M,2012-Q1,93770
Q,BE,NGDP_XDC,6,P3M,2012-Q2,97361
Q,BE,NGDP_XDC,6,P3M,2012-Q3,93638
Q,BE,NGDP_XDC,6,P3M,2012-Q4,101406
Q,BE,NGDP_XDC,6,P3M,2013-Q1,94778
Q,BE,NGDP_XDC,6,P3M,2013-Q2,99134
Q,BE,NGDP_XDC,6,P3M,2013-Q3,95256
Q,BE,NGDP_XDC,6,P3M,2013-Q4,103712
Q,BE,NGDP_XDC,6,P3M,2014-Q1,97159
Q,BE,NGDP_XDC,6,P3M,2014-Q2,100995
Q,BE,NGDP_XDC,6,P3M,2014-Q3,98215
Q,BE,NGDP_XDC,6,P3M,2014-Q4,106635
Q,BE,NGDP_XDC,6,P3M,2015-Q1,100109
Q,BE,NGDP_XDC,6,P3M,2015-Q2,104882
Q,BE,NGDP_XDC,6,P3M,2015-Q3,101419
Q,BE,NGDP_XDC,6,P3M,2015-Q4,110292
Q,BE,NGDP_XDC,6,P3M,2016-Q1,102431
Q,BE,NGDP_XDC,6,P3M,2016-Q2,108919
Q,BE,NGDP_XDC,6,P3M,2016-Q3,104750
Q,BE,NGDP_XDC,6,P3M,2016-Q4,113985
Q,BE,NGDP_XDC,6,P3M,2017-Q1,107321
Q,BE,NGDP_XDC,6,P3M,2017-Q2,112505
Q,BE,NGDP_XDC,6,P3M,2017-Q3,107644
Q,BE,NGDP_XDC,6,P3M,2017-Q4,117521
Q,BE,NGDP_XDC,6,P3M,2018-Q1,110212
Q,BE,NGDP_XDC,6,P3M,2018-Q2,116273
Q,BE,NGDP_XDC,6,P3M,2018-Q3,111298
Q,BE,NGDP_XDC,6,P3M,2018-Q4,122636
Q,BE,NGDP_XDC,6,P3M,2019-Q1,114209
Q,BE,NGDP_XDC,6,P3M,2019-Q2,120178
Q,BE,NGDP_XDC,6,P3M,2019-Q3,115420
Q,BE,NGDP_XDC,6,P3M,2019-Q4,126397
Q,AZ,NGDP_XDC,6,P3M,2009-Q1,6964.8
Q,AZ,NGDP_XDC,6,P3M,2009-Q2,8431.6
Q,AZ,NGDP_XDC,6,P3M,2009-Q3,9922.3
Q,AZ,NGDP_XDC,6,P3M,2009-Q4,10282.8
Q,AZ,NGDP_XDC,6,P3M,2010-Q1,9629.5
Q,AZ,NGDP_XDC,6,P3M,2010-Q2,10771.8
Q,AZ,NGDP_XDC,6,P3M,2010-Q3,10672.2
Q,AZ,NGDP_XDC,6,P3M,2010-Q4,11391.5
Q,AZ,NGDP_XDC,6,P3M,2011-Q1,10751.8
Q,AZ,NGDP_XDC,6,P3M,2011-Q2,12326.1
Q,AZ,NGDP_XDC,6,P3M,2011-Q3,12721.1
Q,AZ,NGDP_XDC,6,P3M,2011-Q4,16283
Q,AZ,NGDP_XDC,6,P3M,2012-Q1,12964.6
Q,AZ,NGDP_XDC,6,P3M,2012-Q2,13090.3
Q,AZ,NGDP_XDC,6,P3M,2012-Q3,14235.1
Q,AZ,NGDP_XDC,6,P3M,2012-Q4,14453.7
Q,AZ,NGDP_XDC,6,P3M,2013-Q1,12917.5
Q,AZ,NGDP_XDC,6,P3M,2013-Q2,13919.2
Q,AZ,NGDP_XDC,6,P3M,2013-Q3,15466
Q,AZ,NGDP_XDC,6,P3M,2013-Q4,15879.3
Q,AZ,NGDP_XDC,6,P3M,2014-Q1,13143.1
Q,AZ,NGDP_XDC,6,P3M,2014-Q2,15317.4
Q,AZ,NGDP_XDC,6,P3M,2014-Q3,15886.9
Q,AZ,NGDP_XDC,6,P3M,2014-Q4,14666.7
Q,AZ,NGDP_XDC,6,P3M,2015-Q1,11604.3
Q,AZ,NGDP_XDC,6,P3M,2015-Q2,14170.4
Q,AZ,NGDP_XDC,6,P3M,2015-Q3,14096
Q,AZ,NGDP_XDC,6,P3M,2015-Q4,14509.3
Q,AZ,NGDP_XDC,6,P3M,2016-Q1,12510
Q,AZ,NGDP_XDC,6,P3M,2016-Q2,15161.6
Q,AZ,NGDP_XDC,6,P3M,2016-Q3,15970.5
Q,AZ,NGDP_XDC,6,P3M,2016-Q4,16751.5
Q,HK,NGDP_XDC,6,P3M,2009-Q1,389033
Q,HK,NGDP_XDC,6,P3M,2009-Q2,396706
Q,HK,NGDP_XDC,6,P3M,2009-Q3,421283
Q,HK,NGDP_XDC,6,P3M,2009-Q4,452223
Q,HK,NGDP_XDC,6,P3M,2010-Q1,422783
Q,HK,NGDP_XDC,6,P3M,2010-Q2,412768
Q,HK,NGDP_XDC,6,P3M,2010-Q3,456830
Q,HK,NGDP_XDC,6,P3M,2010-Q4,483951
Q,HK,NGDP_XDC,6,P3M,2011-Q1,463467
Q,HK,NGDP_XDC,6,P3M,2011-Q2,456607
Q,HK,NGDP_XDC,6,P3M,2011-Q3,495500
Q,HK,NGDP_XDC,6,P3M,2011-Q4,518856
Q,HK,NGDP_XDC,6,P3M,2012-Q1,483654
Q,HK,NGDP_XDC,6,P3M,2012-Q2,473958
Q,HK,NGDP_XDC,6,P3M,2012-Q3,523740
Q,HK,NGDP_XDC,6,P3M,2012-Q4,555707
Q,HK,NGDP_XDC,6,P3M,2013-Q1,509631
Q,HK,NGDP_XDC,6,P3M,2013-Q2,492375
Q,HK,NGDP_XDC,6,P3M,2013-Q3,551059
Q,HK,NGDP_XDC,6,P3M,2013-Q4,585240
Q,HK,NGDP_XDC,6,P3M,2014-Q1,535907
Q,HK,NGDP_XDC,6,P3M,2014-Q2,526194
Q,HK,NGDP_XDC,6,P3M,2014-Q3,580793
Q,HK,NGDP_XDC,6,P3M,2014-Q4,617111
Q,HK,NGDP_XDC,6,P3M,2015-Q1,572160
Q,HK,NGDP_XDC,6,P3M,2015-Q2,565750
Q,HK,NGDP_XDC,6,P3M,2015-Q3,614251
Q,HK,NGDP_XDC,6,P3M,2015-Q4,646119
Q,HK,NGDP_XDC,6,P3M,2016-Q1,590556
Q,HK,NGDP_XDC,6,P3M,2016-Q2,585135
Q,HK,NGDP_XDC,6,P3M,2016-Q3,636333
Q,HK,NGDP_XDC,6,P3M,2016-Q4,678414
Q,HK,NGDP_XDC,6,P3M,2017-Q1,631418
Q,HK,NGDP_XDC,6,P3M,2017-Q2,628277
Q,HK,NGDP_XDC,6,P3M,2017-Q3,679352
Q,HK,NGDP_XDC,6,P3M,2017-Q4,720337
Q,HK,NGDP_XDC,6,P3M,2018-Q1,684538
Q,HK,NGDP_XDC,6,P3M,2018-Q2,673764
Q,HK,NGDP_XDC,6,P3M,2018-Q3,723240
Q,HK,NGDP_XDC,6,P3M,2018-Q4,753619
Q,HK,NGDP_XDC,6,P3M,2019-Q1,707866
Q,HK,NGDP_XDC,6,P3M,2019-Q2,694280
Q,HK,NGDP_XDC,6,P3M,2019-Q3,719326
Q,HK,NGDP_XDC,6,P3M,2019-Q4,744207
Q,AU,NGDP_XDC,6,P3M,2009-Q1,302558
Q,AU,NGDP_XDC,6,P3M,2009-Q2,311542
Q,AU,NGDP_XDC,6,P3M,2009-Q3,313504
Q,AU,NGDP_XDC,6,P3M,2009-Q4,334032
Q,AU,NGDP_XDC,6,P3M,2010-Q1,314013
Q,AU,NGDP_XDC,6,P3M,2010-Q2,339662
Q,AU,NGDP_XDC,6,P3M,2010-Q3,344661
Q,AU,NGDP_XDC,6,P3M,2010-Q4,364790
Q,AU,NGDP_XDC,6,P3M,2011-Q1,340886
Q,AU,NGDP_XDC,6,P3M,2011-Q2,366285
Q,AU,NGDP_XDC,6,P3M,2011-Q3,372438
Q,AU,NGDP_XDC,6,P3M,2011-Q4,387952
Q,AU,NGDP_XDC,6,P3M,2012-Q1,358171
Q,AU,NGDP_XDC,6,P3M,2012-Q2,380897
Q,AU,NGDP_XDC,6,P3M,2012-Q3,379771
Q,AU,NGDP_XDC,6,P3M,2012-Q4,396407
Q,AU,NGDP_XDC,6,P3M,2013-Q1,369422
Q,AU,NGDP_XDC,6,P3M,2013-Q2,390707
Q,AU,NGDP_XDC,6,P3M,2013-Q3,392506
Q,AU,NGDP_XDC,6,P3M,2013-Q4,415620
Q,AU,NGDP_XDC,6,P3M,2014-Q1,386766
Q,AU,NGDP_XDC,6,P3M,2014-Q2,403637
Q,AU,NGDP_XDC,6,P3M,2014-Q3,402046
Q,AU,NGDP_XDC,6,P3M,2014-Q4,421531
Q,AU,NGDP_XDC,6,P3M,2015-Q1,392276
Q,AU,NGDP_XDC,6,P3M,2015-Q2,408748
Q,AU,NGDP_XDC,6,P3M,2015-Q3,411311
Q,AU,NGDP_XDC,6,P3M,2015-Q4,428108
Q,AU,NGDP_XDC,6,P3M,2016-Q1,398637
Q,AU,NGDP_XDC,6,P3M,2016-Q2,422658
Q,AU,NGDP_XDC,6,P3M,2016-Q3,424744
Q,AU,NGDP_XDC,6,P3M,2016-Q4,457430
Q,AU,NGDP_XDC,6,P3M,2017-Q1,431004
Q,AU,NGDP_XDC,6,P3M,2017-Q2,450449
Q,AU,NGDP_XDC,6,P3M,2017-Q3,452978
Q,AU,NGDP_XDC,6,P3M,2017-Q4,473857
Q,AU,NGDP_XDC,6,P3M,2018-Q1,448446
Q,AU,NGDP_XDC,6,P3M,2018-Q2,474599
Q,AU,NGDP_XDC,6,P3M,2018-Q3,476713
Q,AU,NGDP_XDC,6,P3M,2018-Q4,500857
Q,AU,NGDP_XDC,6,P3M,2019-Q1,471362
Q,AU,NGDP_XDC,6,P3M,2019-Q2,499667
Q,AU,NGDP_XDC,6,P3M,2019-Q3,503307
Q,AU,NGDP_XDC,6,P3M,2019-Q4,520729
Q,BW,NGDP_XDC,6,P3M,2009-Q1,16596
Q,BW,NGDP_XDC,6,P3M,2009-Q2,18731.6
Q,BW,NGDP_XDC,6,P3M,2009-Q3,18472
Q,BW,NGDP_XDC,6,P3M,2009-Q4,19662.8
Q,BW,NGDP_XDC,6,P3M,2010-Q1,19617.6
Q,BW,NGDP_XDC,6,P3M,2010-Q2,20914.5
Q,BW,NGDP_XDC,6,P3M,2010-Q3,23106.9
Q,BW,NGDP_XDC,6,P3M,2010-Q4,23228.4
Q,BW,NGDP_XDC,6,P3M,2011-Q1,24480
Q,BW,NGDP_XDC,6,P3M,2011-Q2,26640.7
Q,BW,NGDP_XDC,6,P3M,2011-Q3,27181.7
Q,BW,NGDP_XDC,6,P3M,2011-Q4,28940.6
Q,BW,NGDP_XDC,6,P3M,2012-Q1,26947.3
Q,BW,NGDP_XDC,6,P3M,2012-Q2,28531.9
Q,BW,NGDP_XDC,6,P3M,2012-Q3,27985.7
Q,BW,NGDP_XDC,6,P3M,2012-Q4,29239.8
Q,BW,NGDP_XDC,6,P3M,2013-Q1,28429.3
Q,BW,NGDP_XDC,6,P3M,2013-Q2,32466
Q,BW,NGDP_XDC,6,P3M,2013-Q3,31665.6
Q,BW,NGDP_XDC,6,P3M,2013-Q4,32597.5
Q,BW,NGDP_XDC,6,P3M,2014-Q1,34491.5
Q,BW,NGDP_XDC,6,P3M,2014-Q2,37703.6
Q,BW,NGDP_XDC,6,P3M,2014-Q3,36156.2
Q,BW,NGDP_XDC,6,P3M,2014-Q4,37517.1
Q,BW,NGDP_XDC,6,P3M,2015-Q1,36649.7
Q,BW,NGDP_XDC,6,P3M,2015-Q2,37398.9
Q,BW,NGDP_XDC,6,P3M,2015-Q3,37237.2
Q,BW,NGDP_XDC,6,P3M,2015-Q4,34637.6
Q,BW,NGDP_XDC,6,P3M,2016-Q1,39499.5
Q,BW,NGDP_XDC,6,P3M,2016-Q2,42440.5
Q,BW,NGDP_XDC,6,P3M,2016-Q3,44090.6
Q,BW,NGDP_XDC,6,P3M,2016-Q4,43657.4
Q,BW,NGDP_XDC,6,P3M,2017-Q1,43675.328125
Q,BW,NGDP_XDC,6,P3M,2017-Q2,44338.1484375
Q,BW,NGDP_XDC,6,P3M,2017-Q3,45876.03515625
Q,BW,NGDP_XDC,6,P3M,2017-Q4,46212.55859375
Q,BW,NGDP_XDC,6,P3M,2018-Q1,45893.125
Q,BW,NGDP_XDC,6,P3M,2018-Q2,46998.0078125
Q,BW,NGDP_XDC,6,P3M,2018-Q3,48835.62109375
Q,BW,NGDP_XDC,6,P3M,2018-Q4,48638.546875
Q,BW,NGDP_XDC,6,P3M,2019-Q1,49047.27734375
Q,BW,NGDP_XDC,6,P3M,2019-Q2,49236.33984375
Q,BW,NGDP_XDC,6,P3M,2019-Q3,49648.16015625
Q,BW,NGDP_XDC,6,P3M,2019-Q4,49571.8046875
Q,BG,NGDP_XDC,6,P3M,2009-Q1,15560.59
Q,BG,NGDP_XDC,6,P3M,2009-Q2,18315.993
Q,BG,NGDP_XDC,6,P3M,2009-Q3,19694.486
Q,BG,NGDP_XDC,6,P3M,2009-Q4,19610.395
Q,BG,NGDP_XDC,6,P3M,2010-Q1,15006.643
Q,BG,NGDP_XDC,6,P3M,2010-Q2,18008.622
Q,BG,NGDP_XDC,6,P3M,2010-Q3,20227.248
Q,BG,NGDP_XDC,6,P3M,2010-Q4,21191.596
Q,BG,NGDP_XDC,6,P3M,2011-Q1,17286.473
Q,BG,NGDP_XDC,6,P3M,2011-Q2,20250.265
Q,BG,NGDP_XDC,6,P3M,2011-Q3,22211.257
Q,BG,NGDP_XDC,6,P3M,2011-Q4,20965.719
Q,BG,NGDP_XDC,6,P3M,2012-Q1,16985.472
Q,BG,NGDP_XDC,6,P3M,2012-Q2,20248.102
Q,BG,NGDP_XDC,6,P3M,2012-Q3,22570.845
Q,BG,NGDP_XDC,6,P3M,2012-Q4,22434.188
Q,BG,NGDP_XDC,6,P3M,2013-Q1,17255.871
Q,BG,NGDP_XDC,6,P3M,2013-Q2,19923.843
Q,BG,NGDP_XDC,6,P3M,2013-Q3,21984.868
Q,BG,NGDP_XDC,6,P3M,2013-Q4,22790.268
Q,BG,NGDP_XDC,6,P3M,2014-Q1,16878.152
Q,BG,NGDP_XDC,6,P3M,2014-Q2,20148.146
Q,BG,NGDP_XDC,6,P3M,2014-Q3,23287.835
Q,BG,NGDP_XDC,6,P3M,2014-Q4,23570.788
Q,BG,NGDP_XDC,6,P3M,2015-Q1,18245.977
Q,BG,NGDP_XDC,6,P3M,2015-Q2,22119.472
Q,BG,NGDP_XDC,6,P3M,2015-Q3,24072.775
Q,BG,NGDP_XDC,6,P3M,2015-Q4,24924.124
Q,BG,NGDP_XDC,6,P3M,2016-Q1,19631.922
Q,BG,NGDP_XDC,6,P3M,2016-Q2,22937.082
Q,BG,NGDP_XDC,6,P3M,2016-Q3,25830.1
Q,BG,NGDP_XDC,6,P3M,2016-Q4,26731.486
Q,BG,NGDP_XDC,6,P3M,2017-Q1,20930.989
Q,BG,NGDP_XDC,6,P3M,2017-Q2,24904.61
Q,BG,NGDP_XDC,6,P3M,2017-Q3,27902.895
Q,BG,NGDP_XDC,6,P3M,2017-Q4,28606.58
Q,BG,NGDP_XDC,6,P3M,2018-Q1,22268.762
Q,BG,NGDP_XDC,6,P3M,2018-Q2,26660.962
Q,BG,NGDP_XDC,6,P3M,2018-Q3,30441.568
Q,BG,NGDP_XDC,6,P3M,2018-Q4,30372.075
Q,BG,NGDP_XDC,6,P3M,2019-Q1,25127.815
Q,BG,NGDP_XDC,6,P3M,2019-Q2,29687.776
Q,BG,NGDP_XDC,6,P3M,2019-Q3,31680.673
Q,BG,NGDP_XDC,6,P3M,2019-Q4,33275.986
Q,AL,NGDP_XDC,6,P3M,2009-Q1,255424.431138
Q,AL,NGDP_XDC,6,P3M,2009-Q2,308662.780533
Q,AL,NGDP_XDC,6,P3M,2009-Q3,289560.559133
Q,AL,NGDP_XDC,6,P3M,2009-Q4,290295.475278
Q,AL,NGDP_XDC,6,P3M,2010-Q1,271336.058774
Q,AL,NGDP_XDC,6,P3M,2010-Q2,326214.49365
Q,AL,NGDP_XDC,6,P3M,2010-Q3,313476.029603
Q,AL,NGDP_XDC,6,P3M,2010-Q4,328626.036254
Q,AL,NGDP_XDC,6,P3M,2011-Q1,296572.413974
Q,AL,NGDP_XDC,6,P3M,2011-Q2,327171.013086
Q,AL,NGDP_XDC,6,P3M,2011-Q3,324065.429375
Q,AL,NGDP_XDC,6,P3M,2011-Q4,352825.344263
Q,AL,NGDP_XDC,6,P3M,2012-Q1,298739.817794
Q,AL,NGDP_XDC,6,P3M,2012-Q2,346827.012144
Q,AL,NGDP_XDC,6,P3M,2012-Q3,335374.829949
Q,AL,NGDP_XDC,6,P3M,2012-Q4,351879.611912
Q,AL,NGDP_XDC,6,P3M,2013-Q1,311329.563024
Q,AL,NGDP_XDC,6,P3M,2013-Q2,359033.383233
Q,AL,NGDP_XDC,6,P3M,2013-Q3,325857.948809
Q,AL,NGDP_XDC,6,P3M,2013-Q4,353865.371989
Q,AL,NGDP_XDC,6,P3M,2014-Q1,315142.113799
Q,AL,NGDP_XDC,6,P3M,2014-Q2,370527.60806
Q,AL,NGDP_XDC,6,P3M,2014-Q3,348628.018266
Q,AL,NGDP_XDC,6,P3M,2014-Q4,361022.701911
Q,AL,NGDP_XDC,6,P3M,2015-Q1,318755.257132
Q,AL,NGDP_XDC,6,P3M,2015-Q2,383685.836766
Q,AL,NGDP_XDC,6,P3M,2015-Q3,360201.004113
Q,AL,NGDP_XDC,6,P3M,2015-Q4,371682.565837
Q,AL,NGDP_XDC,6,P3M,2016-Q1,332999.557942
Q,AL,NGDP_XDC,6,P3M,2016-Q2,385342.123134
Q,AL,NGDP_XDC,6,P3M,2016-Q3,366020.871187
Q,AL,NGDP_XDC,6,P3M,2016-Q4,388133.935186
Q,AL,NGDP_XDC,6,P3M,2017-Q1,351321.195223
Q,AL,NGDP_XDC,6,P3M,2017-Q2,410177.868591
Q,AL,NGDP_XDC,6,P3M,2017-Q3,385212.571762
Q,AL,NGDP_XDC,6,P3M,2017-Q4,403952.052261
Q,AL,NGDP_XDC,6,P3M,2018-Q1,374721.559569
Q,AL,NGDP_XDC,6,P3M,2018-Q2,431965.456474
Q,AL,NGDP_XDC,6,P3M,2018-Q3,408944.341596
Q,AL,NGDP_XDC,6,P3M,2018-Q4,420097.619296
Q,AL,NGDP_XDC,6,P3M,2019-Q1,384737.587671
Q,AL,NGDP_XDC,6,P3M,2019-Q2,446502.223723
Q,AL,NGDP_XDC,6,P3M,2019-Q3,426525.927616
